,Kateqoriya,Sah?,Ç?xar??,T?mir,Otaq Say?,Rayon,Q?s?b?,Elan ID,Qiym?t,Elan Sahibi,?poteka,Elan Linki,Enine Koordinat,Uzununa Koordinat,Evin M?rt?b?si,Ümumi M?rt?b? Say?
1318,Yeni tikili,44,yoxdur,var,2,X?tai r.,?hm?dli q.,5292017,119000,vasit?çi (agent),Yoxdur,https://bina.az/items/5292017,40.36282296,49.94960171,3,12
1319,Köhn? tikili,60,var,var,2,Bin?q?di r.,Bil?c?ri q.,5373660,120000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5373660,40.43734981,49.79509948,5,5
1320,Yeni tikili,51,var,var,1,M?rk?zi Univermaq,F?vvar?l?r meydan?,5373639,108000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373639,40.37282306,49.83649843,3,3
1321,Yeni tikili,32,var,var,2,M?rk?zi Univermaq,Be?m?rt?b?,5373628,107000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373628,40.37371577,49.8357671,2,2
1322,Köhn? tikili,35,var,var,2,Neftçil?r m.,Nizami r.,5372289,92000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372289,40.40398655,49.93642581,5,5
1323,Köhn? tikili,35,var,var,1,Neftçil?r m.,Nizami r.,5373596,91000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373596,40.41021537,49.94332309,4,5
1324,Yeni tikili,73,var,var,3,Ab?eron r.,Masaz?r q.,5338252,87500,vasit?çi (agent),Yoxdur,https://bina.az/items/5338252,40.47065208,49.75710185,4,6
1325,Yeni tikili,55,yoxdur,var,2,Bin?q?di r.,Bil?c?ri q.,5366638,85000,vasit?çi (agent),Yoxdur,https://bina.az/items/5366638,40.4512096,49.78018071,3,4
1326,Yeni tikili,45,var,var,1,Az?rbaycan turizm institutu,Respublika stadionu,5373565,112000,vasit?çi (agent),var,https://bina.az/items/5373565,40.40065786,49.85848487,9,9
1327,Yeni tikili,58,var,var,2,Ab?eron r.,Masaz?r q.,5299048,82000,vasit?çi (agent),Yoxdur,https://bina.az/items/5299048,40.4862557,49.757531,2,6
1328,Köhn? tikili,40,var,var,1,Memar ?c?mi m.,N?simi r.,4004479,94000,mülkiyy?tçi,Yoxdur,https://bina.az/items/4004479,40.4136237,49.8112751,2,5
1329,Köhn? tikili,50,var,var,2,Memar ?c?mi m.,N?simi r.,5362528,109000,vasit?çi (agent),Yoxdur,https://bina.az/items/5362528,40.41663176,49.81439617,5,5
1330,Yeni tikili,40,var,var,2,Bin?q?di r.,Bil?c?ri q.,5373515,94900,vasit?çi (agent),Yoxdur,https://bina.az/items/5373515,40.43191239,49.80687823,3,4
1331,Yeni tikili,66,yoxdur,var,2,Neapol dair?si,?hm?dli m.,5361322,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5361322,40.38138261,49.9599751,15,17
1332,Yeni tikili,58,var,var,2,Suraxan? r.,Yeni Gün??li q.,5341566,119000,vasit?çi (agent),Yoxdur,https://bina.az/items/5341566,40.3844089,49.97457504,5,16
1333,Yeni tikili,67,var,var,2,Sabunçu r.,Bak?xanov q.,4574420,117000,vasit?çi (agent),Yoxdur,https://bina.az/items/4574420,40.43596502,49.95841235,18,19
1334,Köhn? tikili,65,var,var,2,X?tai r.,Köhn? Gün??li q.,5373478,120000,mülkiyy?tçi,var,https://bina.az/items/5373478,40.36219632,49.96477338,9,9
1335,Yeni tikili,48,var,var,1,H?zi Aslanov m.,X?tai r.,5226707,115000,vasit?çi (agent),var,https://bina.az/items/5226707,40.36595708,49.95295855,3,18
1336,Köhn? tikili,70,var,var,2,H?zi Aslanov m.,X?tai r.,5226358,118000,vasit?çi (agent),var,https://bina.az/items/5226358,40.36733692,49.95998032,2,9
1337,Yeni tikili,41,yoxdur,var,2,Neapol dair?si,?hm?dli m.,5225674,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5225674,40.38274314,49.96447906,13,13
1338,Köhn? tikili,60,var,var,2,Suraxan? r.,Yeni Gün??li q.,5224565,115000,vasit?çi (agent),var,https://bina.az/items/5224565,40.37860372,49.981377,8,9
1339,Köhn? tikili,50,var,var,2,['X?tai r.'],Yoxdur,5373460,88000,vasit?çi (agent),var,https://bina.az/items/5373460,40.34973272,49.9596213,3,5
1340,Yeni tikili,33,var,var,1,Yasamal bazar?,ASAN Xidm?t ?3,5296071,98000,vasit?çi (agent),Yoxdur,https://bina.az/items/5296071,40.38007479,49.80446528,5,5
1341,Yeni tikili,77,var,var,3,Suraxan? r.,Hövsan q.,5137600,105000,vasit?çi (agent),var,https://bina.az/items/5137600,40.38579818,50.0717783,10,12
1342,Yeni tikili,70,var,var,3,Ab?eron r.,Masaz?r q.,5347978,85000,vasit?çi (agent),var,https://bina.az/items/5347978,40.49198488,49.75014925,2,6
1343,Yeni tikili,100,var,var,3,Ab?eron r.,Masaz?r q.,5373404,120000,vasit?çi (agent),var,https://bina.az/items/5373404,40.490311,49.75339516,5,6
1344,Köhn? tikili,40,var,var,2,Bin?q?di r.,Bil?c?ri q.,5363199,83000,vasit?çi (agent),Yoxdur,https://bina.az/items/5363199,40.43139929,49.7953342,3,5
1345,Köhn? tikili,63,var,var,2,?hm?dli m.,X?tai r.,5351689,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5351689,40.38742221,49.96489774,8,9
1346,Yeni tikili,50,var,var,2,Melissa Park,20 Yanvar m.,5373337,120000,vasit?çi (agent),var,https://bina.az/items/5373337,40.39808997,49.80795656,2,19
1347,Yeni tikili,106,yoxdur,var,3,Ab?eron r.,Masaz?r q.,5373309,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373309,40.488671,49.75718768,9,13
1348,Yeni tikili,50,var,var,2,Suraxan? r.,Yeni Gün??li q.,5346322,105000,vasit?çi (agent),var,https://bina.az/items/5346322,40.37588382,49.97774568,3,16
1349,Yeni tikili,47,var,var,2,Suraxan? r.,Qaraçuxur q.,5373303,87000,vasit?çi (agent),var,https://bina.az/items/5373303,40.39893725,49.97827825,9,9
1350,Yeni tikili,60,yoxdur,var,2,?hm?dli m.,X?tai r.,5373299,120000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5373299,40.382631,49.945952,17,17
1351,Köhn? tikili,55,var,var,2,H?zi Aslanov m.,X?tai r.,5230561,115000,vasit?çi (agent),var,https://bina.az/items/5230561,40.37044057,49.96061344,8,9
1352,Yeni tikili,49,yoxdur,yoxdur,1,Suraxan? r.,Bülbül? q.,5368272,83000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5368272,40.4365714,49.9688673,5,8
1353,Yeni tikili,70,var,var,3,Ab?eron r.,Masaz?r q.,5288407,95000,vasit?çi (agent),Yoxdur,https://bina.az/items/5288407,40.47308245,49.75308687,2,8
1354,Yeni tikili,100,var,var,3,Ab?eron r.,Masaz?r q.,5373217,120000,mülkiyy?tçi,var,https://bina.az/items/5373217,40.4862557,49.757531,5,6
1355,Köhn? tikili,55,var,var,2,S?bail r.,Bay?l q.,5226417,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5226417,40.3249782,49.81769545,1,2
1356,Köhn? tikili,38,var,var,2,Bin?q?di r.,9-cu mikrorayon q.,5353454,119500,vasit?çi (agent),var,https://bina.az/items/5353454,40.4279335,49.8135998,7,9
1357,Yeni tikili,78,var,yoxdur,2,Suraxan? r.,Yeni Gün??li q.,5305878,92000,vasit?çi (agent),var,https://bina.az/items/5305878,40.38127066,49.97869492,15,15
1358,Yeni tikili,52,var,var,3,Ab?eron r.,Masaz?r q.,5373153,86000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373153,40.49049874,49.75538523,3,11
1359,Köhn? tikili,35,var,var,2,Neftçil?r m.,Nizami r.,5330704,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5330704,40.40613897,49.93466201,2,5
1360,Köhn? tikili,48,var,var,2,Z?rif? ?liyeva ad?na park,N?simi m.,5373129,109000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373129,40.42245229,49.81590292,2,9
1361,Yeni tikili,98,var,yoxdur,3,Ab?eron r.,Masaz?r q.,5373125,106000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373125,40.49343606,49.75693019,2,6
1362,Köhn? tikili,58,var,var,2,Memar ?c?mi m.,N?simi r.,5362616,109000,vasit?çi (agent),Yoxdur,https://bina.az/items/5362616,40.41623039,49.81537083,5,5
1363,Yeni tikili,36,yoxdur,var,2,['X?tai r.'],Yoxdur,5354266,83000,vasit?çi (agent),Yoxdur,https://bina.az/items/5354266,40.38277442,49.929986,11,14
1364,Yeni tikili,50,var,var,2,N?simi bazar?,Koala park?,5373090,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373090,40.39371554,49.84307571,18,18
1365,Yeni tikili,72,yoxdur,var,2,Suraxan? r.,Yeni Gün??li q.,5120319,84000,vasit?çi (agent),Yoxdur,https://bina.az/items/5120319,40.3779114,49.98421136,15,16
1366,Köhn? tikili,50,var,var,2,Z?rif? ?liyeva ad?na park,N?simi m.,5315106,120000,vasit?çi (agent),var,https://bina.az/items/5315106,40.42443008,49.81722094,7,9
1367,Köhn? tikili,60,var,var,2,Neapol dair?si,?hm?dli m.,5372990,120000,vasit?çi (agent),var,https://bina.az/items/5372990,40.38215121,49.96487959,9,9
1368,Köhn? tikili,25,var,var,1,Bak? Slavyan Universiteti,Az?rbaycan Dill?r Universiteti,5372959,98000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372959,40.38126508,49.84465214,1,1
1369,Köhn? tikili,45,var,var,2,S?bail r.,Badamdar q.,5372961,118000,vasit?çi (agent),var,https://bina.az/items/5372961,40.33876237,49.79987245,3,5
1370,Köhn? tikili,45,var,var,2,H?zi Aslanov m.,X?tai r.,5372920,115000,vasit?çi (agent),var,https://bina.az/items/5372920,40.36772132,49.96174151,8,9
1371,Köhn? tikili,60,var,var,2,Suraxan? r.,Massiv D q.,5372901,120000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5372901,40.38491137,49.98900146,9,9
1372,Yeni tikili,54,yoxdur,var,1,H?zi Aslanov m.,X?tai r.,5164222,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5164222,40.3712464,49.9449113,12,16
1373,Yeni tikili,105,yoxdur,var,3,Ab?eron r.,M?mm?dli q.,5372850,85000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372850,40.51260253,49.93874396,1,5
1374,Köhn? tikili,55,var,var,2,H?zi Aslanov m.,X?tai r.,5166587,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5166587,40.378181,49.931383,9,9
1375,Köhn? tikili,60,var,var,2,H?zi Aslanov m.,X?tai r.,5370148,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5370148,40.36774589,49.95531917,1,9
1376,Köhn? tikili,60,var,var,2,['X?tai r.'],Yoxdur,5206939,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5206939,40.378181,49.931383,1,9
1377,Yeni tikili,55,yoxdur,var,1,H?zi Aslanov m.,X?tai r.,5372833,120000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5372833,40.37035457,49.94476267,12,16
1378,Yeni tikili,77,var,var,3,Ab?eron r.,Masaz?r q.,5372814,82000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372814,40.45742419,49.7561866,3,9
1379,Köhn? tikili,74,var,var,3,X?z?r r.,Bin? q.,5372804,110000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5372804,40.44795777,50.086913,5,5
1380,Yeni tikili,106,yoxdur,var,4,Ab?eron r.,Mehdiabad q.,5372797,120000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5372797,40.49112387,49.85558903,6,11
1381,Köhn? tikili,62,var,yoxdur,2,X?tai r.,H?zi Aslanov q.,5338683,77000,vasit?çi (agent),Yoxdur,https://bina.az/items/5338683,40.34235742,49.97637749,1,5
1382,Köhn? tikili,42,var,var,2,S?bail r.,Badamdar q.,5372754,118000,mülkiyy?tçi,var,https://bina.az/items/5372754,40.33892187,49.80002044,3,5
1383,Köhn? tikili,30,var,var,1,Yasamal bazar?,?n?aatç?lar m.,4667933,98000,vasit?çi (agent),Yoxdur,https://bina.az/items/4667933,40.38476779,49.80369384,4,5
1384,Köhn? tikili,55,var,var,2,?hm?dli m.,Ukrayna dair?si,5300420,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5300420,40.38212062,49.95071411,2,9
1385,Köhn? tikili,50,var,var,2,Neapol dair?si,H?zi Aslanov m.,5358672,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5358672,40.37872357,49.96190439,8,9
1386,Köhn? tikili,60,var,var,2,Suraxan? r.,?mircan q.,5372671,112000,mülkiyy?tçi,var,https://bina.az/items/5372671,40.41709862,49.99927698,3,5
1387,Köhn? tikili,40,var,yoxdur,1,['X?tai r.'],Yoxdur,5349149,86000,vasit?çi (agent),Yoxdur,https://bina.az/items/5349149,40.36796894,49.96912867,7,9
1388,Köhn? tikili,40,var,var,1,X?tai r.,Köhn? Gün??li q.,5347862,92000,vasit?çi (agent),Yoxdur,https://bina.az/items/5347862,40.36389308,49.96519193,8,9
1389,Köhn? tikili,34,var,var,1,Memar ?c?mi m.,8 Noyabr m.,5367728,100000,vasit?çi (agent),Yoxdur,https://bina.az/items/5367728,40.40961384,49.81772371,4,5
1390,Yeni tikili,80,var,var,3,Ab?eron r.,Masaz?r q.,4624314,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/4624314,40.49219702,49.7532177,6,6
1391,Yeni tikili,44,yoxdur,yoxdur,2,H?zi Aslanov m.,X?tai r.,5011541,93500,vasit?çi (agent),Yoxdur,https://bina.az/items/5011541,40.36987897,49.95116998,7,13
1392,Yeni tikili,36,yoxdur,yoxdur,2,Qara Qarayev m.,Nizami r.,5312957,102000,vasit?çi (agent),Yoxdur,https://bina.az/items/5312957,40.41761299,49.93414879,3,17
1393,Köhn? tikili,90,var,var,3,X?tai r.,Köhn? Gün??li q.,5102853,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5102853,40.359593,49.97128591,9,9
1394,Köhn? tikili,29,var,var,1,Neftçil?r m.,Qara Qarayev m.,5368022,94000,vasit?çi (agent),Yoxdur,https://bina.az/items/5368022,40.41491093,49.94086538,5,5
1395,Yeni tikili,75,var,var,3,Ab?eron r.,Masaz?r q.,5132278,99000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5132278,40.49249018,49.75487637,4,6
1396,Yeni tikili,37,yoxdur,yoxdur,1,Qara Qarayev m.,Neftçil?r m.,5012351,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5012351,40.41525452,49.93725984,11,17
1397,Köhn? tikili,35,var,var,2,['N?rimanov r.'],Yoxdur,4811833,95000,vasit?çi (agent),Yoxdur,https://bina.az/items/4811833,40.41100957,49.833254,5,5
1398,Köhn? tikili,55,var,var,2,Suraxan? r.,Hövsan q.,5259314,93000,vasit?çi (agent),var,https://bina.az/items/5259314,40.36464331,50.07416468,7,9
1399,Yeni tikili,60,var,yoxdur,2,Suraxan? r.,Qaraçuxur q.,5372541,115000,vasit?çi (agent),var,https://bina.az/items/5372541,40.3908806,49.97438369,12,13
1400,Köhn? tikili,35,var,var,2,Bin?q?di r.,7-ci mikrorayon q.,5372509,112000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372509,40.42795517,49.85298207,4,5
1401,Yeni tikili,54,yoxdur,var,3,Suraxan? r.,Qaraçuxur q.,4916495,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/4916495,40.3924066,49.97520912,9,14
1402,Köhn? tikili,45,var,var,2,N?riman N?rimanov m.,N?riman N?rimanov park?,5359379,98000,vasit?çi (agent),Yoxdur,https://bina.az/items/5359379,40.40475047,49.87479329,3,5
1403,Yeni tikili,119,yoxdur,yoxdur,4,Ab?eron r.,Masaz?r q.,5367854,105000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5367854,40.4862557,49.757531,9,13
1404,Köhn? tikili,40,var,var,2,Xalqlar Dostlu?u m.,Nizami r.,5372447,118500,vasit?çi (agent),var,https://bina.az/items/5372447,40.40223725,49.95630103,5,9
1405,Köhn? tikili,46,var,var,1,Prezident park?,Dövl?t ?dar?çilik Akademiyas?,5372425,117000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5372425,40.36529808,49.82853985,2,2
1406,Köhn? tikili,36,var,var,1,?n?aatç?lar m.,Yasamal r.,5372424,99000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372424,40.39027922,49.8027475,5,5
1407,Yeni tikili,55,var,var,2,Yasamal r.,Yeni Yasamal q.,5372406,93000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372406,40.39120868,49.78954546,12,12
1408,Köhn? tikili,73,var,var,2,Massiv V q.,Yeni Gün??li q.,5372400,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372400,40.38213677,49.98478278,6,9
1409,Yeni tikili,66,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5274978,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/5274978,40.4862557,49.757531,5,8
1410,Köhn? tikili,45,var,var,1,N?simi m.,9-cu mikrorayon q.,5239521,107000,vasit?çi (agent),Yoxdur,https://bina.az/items/5239521,40.42620207,49.81596551,9,9
1411,Köhn? tikili,45,var,var,1,Z?rif? ?liyeva ad?na park,N?simi m.,5339794,108500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5339794,40.42343345,49.81717309,9,9
1412,Köhn? tikili,60,var,var,2,['Bin?q?di r.'],Yoxdur,5353842,120000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5353842,40.41153551,49.83475685,5,5
1413,Köhn? tikili,50,var,var,2,['X?tai r.'],Yoxdur,5372336,88000,vasit?çi (agent),var,https://bina.az/items/5372336,40.3498799,49.96212469,3,5
1414,Köhn? tikili,40,var,var,2,Memar ?c?mi m.,N?simi r.,5372323,112000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372323,40.41142269,49.81511784,2,5
1415,Köhn? tikili,75,var,var,3,Suraxan? r.,Hövsan q.,5344445,85000,vasit?çi (agent),Yoxdur,https://bina.az/items/5344445,40.35625033,50.07623558,2,3
1416,Köhn? tikili,45,var,var,2,Suraxan? r.,Hövsan q.,5344432,78000,vasit?çi (agent),Yoxdur,https://bina.az/items/5344432,40.35875286,50.06603692,4,5
1417,Köhn? tikili,40,var,var,2,Neftçil?r m.,Qara Qarayev m.,5372316,99000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5372316,40.41500636,49.94427773,2,5
1418,Yeni tikili,76,var,var,3,Suraxan? r.,Hövsan q.,5203145,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5203145,40.3880773,50.07210949,9,12
1419,Yeni tikili,76,var,var,3,Suraxan? r.,Hövsan q.,5164136,103000,vasit?çi (agent),Yoxdur,https://bina.az/items/5164136,40.38700989,50.07241724,5,12
1420,Köhn? tikili,40,var,var,1,?n?aatç?lar m.,Yasamal r.,5372288,110000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372288,40.39400623,49.79525954,3,9
1421,Köhn? tikili,35,var,var,1,['Suraxan? r.'],Yoxdur,5334692,85000,vasit?çi (agent),var,https://bina.az/items/5334692,40.37990894,49.98456776,7,9
1422,Yeni tikili,60,var,var,2,Ab?eron r.,Masaz?r q.,5317591,73500,vasit?çi (agent),var,https://bina.az/items/5317591,40.49216438,49.75326061,2,6
1423,Köhn? tikili,51,var,var,2,Suraxan? r.,?mircan q.,5344274,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5344274,40.42096948,49.99827305,5,5
1424,Köhn? tikili,40,var,yoxdur,1,Bak? Slavyan Universiteti,28 May m.,5296279,95000,vasit?çi (agent),Yoxdur,https://bina.az/items/5296279,40.38322854,49.84722763,1,2
1425,Köhn? tikili,65,var,var,2,['X?tai r.'],Yoxdur,5372239,112000,vasit?çi (agent),var,https://bina.az/items/5372239,40.35567392,49.97154277,8,9
1426,Köhn? tikili,35,var,yoxdur,1,8 Noyabr m.,Memar ?c?mi m.,5372233,87000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372233,40.40838607,49.8235909,5,5
1427,Köhn? tikili,35,var,var,1,Yasamal bazar?,?n?aatç?lar m.,5372200,95000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372200,40.38481753,49.80416683,5,5
1428,Yeni tikili,53,var,var,2,Sabunçu r.,Bak?xanov q.,5334573,109000,vasit?çi (agent),var,https://bina.az/items/5334573,40.4369527,49.9583745,12,19
1429,Köhn? tikili,35,var,yoxdur,1,Memar ?c?mi m.,N?simi r.,5372173,87000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372173,40.40827928,49.82180528,5,5
1430,Köhn? tikili,65,var,var,2,X?tai r.,Köhn? Gün??li q.,5372140,110000,vasit?çi (agent),var,https://bina.az/items/5372140,40.39079643,49.97776254,2,9
1431,Köhn? tikili,60,var,var,2,H?zi Aslanov m.,X?tai r.,5372104,112000,vasit?çi (agent),var,https://bina.az/items/5372104,40.3738301,49.95405277,8,9
1432,Köhn? tikili,40,var,var,2,Xalqlar Dostlu?u m.,Nizami r.,5293748,83000,vasit?çi (agent),Yoxdur,https://bina.az/items/5293748,40.39750218,49.95274916,9,9
1433,Yeni tikili,72,var,var,3,Ab?eron r.,Masaz?r q.,5372057,87000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372057,40.4862557,49.76765902,9,9
1434,Köhn? tikili,80,var,var,2,X?tai r.,Köhn? Gün??li q.,5372038,112000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372038,40.35971154,49.97073873,8,9
1435,Yeni tikili,39,yoxdur,yoxdur,1,Qara Qarayev m.,Nizami r.,5103076,104000,vasit?çi (agent),Yoxdur,https://bina.az/items/5103076,40.41775813,49.93128119,16,17
1436,Yeni tikili,60,var,var,2,Suraxan? r.,Yeni Gün??li q.,5339345,119000,vasit?çi (agent),Yoxdur,https://bina.az/items/5339345,40.37369973,49.97528302,5,15
1437,Köhn? tikili,60,var,var,2,['X?tai r.'],Yoxdur,5371956,111999,vasit?çi (agent),var,https://bina.az/items/5371956,40.34973696,49.96850332,8,9
1438,Köhn? tikili,50,var,var,2,Bin?q?di r.,9-cu mikrorayon q.,5371958,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5371958,40.42533902,49.81311913,1,9
1439,Köhn? tikili,55,var,var,2,Memar ?c?mi m.,8 Noyabr m.,5352602,106000,vasit?çi (agent),Yoxdur,https://bina.az/items/5352602,40.40908207,49.82280461,5,5
1440,Köhn? tikili,40,var,var,1,['X?tai r.'],Yoxdur,5316283,87000,vasit?çi (agent),var,https://bina.az/items/5316283,40.36687646,49.96492681,10,16
1441,Yeni tikili,82,var,var,2,Ab?eron r.,Masaz?r q.,5371920,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5371920,40.49156924,49.75967677,10,13
1442,Köhn? tikili,35,var,var,1,H?zi Aslanov m.,X?tai r.,5287647,81500,vasit?çi (agent),Yoxdur,https://bina.az/items/5287647,40.36523393,49.94820356,5,5
1443,Yeni tikili,75,var,var,2,Ab?eron r.,Masaz?r q.,5020953,105000,vasit?çi (agent),var,https://bina.az/items/5020953,40.49219702,49.7532177,4,6
1444,Yeni tikili,65,yoxdur,yoxdur,3,['X?tai r.'],Yoxdur,5337807,95000,vasit?çi (agent),Yoxdur,https://bina.az/items/5337807,40.36611515,49.94496793,13,13
1445,Yeni tikili,82,var,var,3,Ab?eron r.,Masaz?r q.,4862306,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/4862306,40.49219702,49.7532177,6,6
1446,Yeni tikili,92,var,yoxdur,3,Ab?eron r.,Masaz?r q.,4976880,90000,vasit?çi (agent),var,https://bina.az/items/4976880,40.48364447,49.76963313,8,9
1447,Yeni tikili,55,var,var,2,H?zi Aslanov m.,Ukrayna dair?si,5262068,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5262068,40.37468836,49.95185322,17,17
1448,Köhn? tikili,37,var,var,1,H?zi Aslanov m.,X?tai r.,5285761,81500,vasit?çi (agent),Yoxdur,https://bina.az/items/5285761,40.37084302,49.94565148,5,5
1449,Yeni tikili,54,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5222598,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/5222598,40.49219702,49.7532177,3,6
1450,Köhn? tikili,67,var,var,3,Bin?q?di r.,Bil?c?ri q.,5371841,110000,vasit?çi (agent),Yoxdur,https://bina.az/items/5371841,40.43641443,49.80694916,1,5
1451,Köhn? tikili,60,var,var,2,X?tai r.,Köhn? Gün??li q.,5155788,112000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5155788,40.35754116,49.97048736,8,9
1452,Yeni tikili,54,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5103192,73000,vasit?çi (agent),Yoxdur,https://bina.az/items/5103192,40.49219702,49.7532177,5,6
1453,Köhn? tikili,35,var,var,2,ASAN Xidm?t ?3,Yasamal bazar?,5313106,109000,vasit?çi (agent),Yoxdur,https://bina.az/items/5313106,40.37920192,49.80558323,5,5
1454,Yeni tikili,75,var,var,2,Ab?eron r.,Masaz?r q.,4971594,83000,vasit?çi (agent),Yoxdur,https://bina.az/items/4971594,40.49168094,49.75256235,3,6
1455,Köhn? tikili,40,var,var,2,?n?aatç?lar m.,Yasamal r.,5371756,110000,vasit?çi (agent),var,https://bina.az/items/5371756,40.39407598,49.79696741,3,9
1456,Köhn? tikili,58,var,var,3,Memar ?c?mi m.,N?simi r.,5362014,108000,vasit?çi (agent),Yoxdur,https://bina.az/items/5362014,40.41093177,49.81645015,5,5
1457,Yeni tikili,38,var,var,1,?n?aatç?lar m.,Yasamal r.,5365546,100000,vasit?çi (agent),var,https://bina.az/items/5365546,40.38549453,49.81116478,10,10
1458,Yeni tikili,57,yoxdur,yoxdur,2,Yasamal r.,Yeni Yasamal q.,5371727,114000,vasit?çi (agent),Yoxdur,https://bina.az/items/5371727,40.39595233,49.78859131,15,17
1459,Köhn? tikili,60,var,var,2,Memar ?c?mi m.,N?simi r.,5371709,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5371709,40.4177364,49.81262499,5,5
